Message,Label
superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,ham
you are a winner u have been specially selected 2 receive å£1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910pmin 18,spam
i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later,ham
hey boys want hot xxx pics sent direct 2 ur phone txt porn to 69855 24hrs free and then just 50p per day to stop text stopbcm sf wc1n3xx,spam
07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow,spam
ok i msg u b4 i leave my house,ham
already one guy loving you,ham
cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in,ham
hiya sorry didnt hav signal i havent seen or heard from and neither has which is unusual in itself ill put on the case and get him to sort it out hugs and snogs,ham
why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,ham
i told your number to gautham,ham
happy birthday may all ur dreams come true,ham
ok thats great thanx a lot,ham
im gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday,ham
449050000301 you have won a å£2000 price to claim call 09050000301,spam
fffff can you text kadeem or are you too far gone,ham
youve won tkts to the euro2004 cup final or å£800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,spam
so that means you still think of teju,ham
free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 87077 get txting and tell ur mates zed pobox 36504 w45wq norm150ptone 16,spam
where are you what are you doing are yuou working on getting the pc to your moms did you find a spot that it would work i need you,ham
auction round 4 the highest bid is now å£54 next maximum bid is å£71 to bid send bids e g 10 to bid å£10 to 83383 good luck,spam
oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen,ham
thanx a lot 4 ur help,ham
you should change your fb to jaykwon thuglyfe falconerf,ham
okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,ham
hmm thinking lor,ham
k wat s tht incident,ham
somebody set up a website where you can play hold em using eve online spacebucks,ham
is that what time you want me to come,ham
dont let studying stress you out l8r,ham
multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you,ham
i just lov this line hurt me with the truth i dont mind i wil toleratbcs ur my someone but never comfort me with a lie gud ni8 and sweet dreams,ham
what year and how many miles,ham
talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to 83110 and see who you could meet,spam
im not smoking while people use wylie smokes too much to justify ruining my shit,ham
im fine babes aint been up 2 much tho saw scary movie yest its quite funny want 2mrw afternoon at town or mall or sumthinxx,ham
forwarded from 448712404000please call 08712404000 immediately as there is an urgent message waiting for you,spam
k sure am in my relatives home sms me de pls,ham
great i have to run now so ttyl,ham
what do u want for xmas how about 100 free text messages a new video phone with half price line rental call free now on 0800 0721072 to find out more,spam
great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u 4wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning,ham
hello hun how ru its here by the way im good been on 2 dates with that guy i met in walkabout so far we have to meet up soon hows everyone else,ham
and my man carlos is definitely coming by mu tonight no excuses,ham
shit babe thasa bit messed upyeh she shudvetold u did urgran knowneway illspeak 2 u2moro wen im not asleep,ham
you are a very very very very bad girl or lady,ham
lol i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles,ham
sweet heart how are you,ham
ugh hopefully the asus ppl dont randomly do a reformat,ham
men like shorter ladies gaze up into his eyes,ham
u should have made an appointment,ham
had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,spam
ok da i already planned i wil pick you,ham
who u talking about,ham
true deari sat to pray evening and felt soso i smsd you in some time,ham
but pls dont play in others life,ham
ya tel wats ur problem,ham
good evening this is roger how are you,ham
anything is valuable in only 2 situations first before getting it second after loosing it,ham
whos there say hi to our drugdealer,ham
c movie is juz last minute decision mah juz watch 2 lar but i tot ì not interested,ham
hey for me there is no leave on friday wait i will ask my superior and tell you,ham
ive got it down to a tea not sure which flavour,ham
k tell me anything about you,ham
well welp is sort of a semiobscure internet thing,ham
can you plz tell me the ans bslvyl sent via fullonsmscom,ham
got c i lazy to type i forgot ì in lect i saw a pouch but like not v nice,ham
get me out of this dump heap my mom decided to come to lowes boring,ham
are you the cutest girl in the world or what,ham
v skint too but fancied few bevieswaz gona go meet othrs in spoon but jst bin watchng planet earthsofa is v comfey if i dont make it hav gd night,ham
im back lemme know when youre ready,ham
645,ham
whats ur pin,ham
alright i have a new goal now,ham
thank you princess i want to see your nice juicy booty,ham
tell me whos this pls,ham
im awake oh whats up,ham
yeah like if it goes like it did with my friends imma flip my shit in like half an hour,ham
thanks for understanding ive been trying to tell sura that,ham
sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun,ham
hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,ham
7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham
no da i am happy that we sit together na,ham
anything lor juz both of us lor,ham
get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right,ham
im coming home 4 dinner,ham
yup thk of u oso boring wat,ham
just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls,ham
send me your id and password,ham
networking technical support associate,ham
